geo_type,region,trans_type,sub_region,country,date,dir_request
city,Chicago,driving,Illinois,United States,2020-01-13,100
city,Chicago,driving,Illinois,United States,2020-01-14,103.68
city,Chicago,driving,Illinois,United States,2020-01-15,104.45
city,Chicago,driving,Illinois,United States,2020-01-16,108.72
city,Chicago,driving,Illinois,United States,2020-01-17,132.8
city,Chicago,driving,Illinois,United States,2020-01-18,113.44
city,Chicago,driving,Illinois,United States,2020-01-19,87.48
city,Chicago,driving,Illinois,United States,2020-01-20,100.24
city,Chicago,driving,Illinois,United States,2020-01-21,101.3
city,Chicago,driving,Illinois,United States,2020-01-22,100.51
city,Chicago,driving,Illinois,United States,2020-01-23,104.47
city,Chicago,driving,Illinois,United States,2020-01-24,121.92
city,Chicago,driving,Illinois,United States,2020-01-25,118.55
city,Chicago,driving,Illinois,United States,2020-01-26,85.17
city,Chicago,driving,Illinois,United States,2020-01-27,93.81
city,Chicago,driving,Illinois,United States,2020-01-28,97.36
city,Chicago,driving,Illinois,United States,2020-01-29,98.96
city,Chicago,driving,Illinois,United States,2020-01-30,103.79
city,Chicago,driving,Illinois,United States,2020-01-31,124.37
city,Chicago,driving,Illinois,United States,2020-02-01,122.53
city,Chicago,driving,Illinois,United States,2020-02-02,85.96
city,Chicago,driving,Illinois,United States,2020-02-03,94.62
city,Chicago,driving,Illinois,United States,2020-02-04,97.39
city,Chicago,driving,Illinois,United States,2020-02-05,102.86
city,Chicago,driving,Illinois,United States,2020-02-06,103.66
city,Chicago,driving,Illinois,United States,2020-02-07,117.63
city,Chicago,driving,Illinois,United States,2020-02-08,124.27
city,Chicago,driving,Illinois,United States,2020-02-09,88.41
city,Chicago,driving,Illinois,United States,2020-02-10,98.78
city,Chicago,driving,Illinois,United States,2020-02-11,105.64
city,Chicago,driving,Illinois,United States,2020-02-12,108.54
city,Chicago,driving,Illinois,United States,2020-02-13,115.99
city,Chicago,driving,Illinois,United States,2020-02-14,147.32
city,Chicago,driving,Illinois,United States,2020-02-15,141.24
city,Chicago,driving,Illinois,United States,2020-02-16,111.31
city,Chicago,driving,Illinois,United States,2020-02-17,111.07
city,Chicago,driving,Illinois,United States,2020-02-18,104.69
city,Chicago,driving,Illinois,United States,2020-02-19,105.82
city,Chicago,driving,Illinois,United States,2020-02-20,110.84
city,Chicago,driving,Illinois,United States,2020-02-21,132.55
city,Chicago,driving,Illinois,United States,2020-02-22,138.5
city,Chicago,driving,Illinois,United States,2020-02-23,100.83
city,Chicago,driving,Illinois,United States,2020-02-24,99.41
city,Chicago,driving,Illinois,United States,2020-02-25,100.35
city,Chicago,driving,Illinois,United States,2020-02-26,103.39
city,Chicago,driving,Illinois,United States,2020-02-27,114.33
city,Chicago,driving,Illinois,United States,2020-02-28,139.02
city,Chicago,driving,Illinois,United States,2020-02-29,142.31
city,Chicago,driving,Illinois,United States,2020-03-01,105.39
city,Chicago,driving,Illinois,United States,2020-03-02,105.25
city,Chicago,driving,Illinois,United States,2020-03-03,108.28
city,Chicago,driving,Illinois,United States,2020-03-04,110.71
city,Chicago,driving,Illinois,United States,2020-03-05,116.43
city,Chicago,driving,Illinois,United States,2020-03-06,137.62
city,Chicago,driving,Illinois,United States,2020-03-07,144.91
city,Chicago,driving,Illinois,United States,2020-03-08,107.11
city,Chicago,driving,Illinois,United States,2020-03-09,105.68
city,Chicago,driving,Illinois,United States,2020-03-10,109.76
city,Chicago,driving,Illinois,United States,2020-03-11,107.34
city,Chicago,driving,Illinois,United States,2020-03-12,105.61
city,Chicago,driving,Illinois,United States,2020-03-13,118.59
city,Chicago,driving,Illinois,United States,2020-03-14,104.18
city,Chicago,driving,Illinois,United States,2020-03-15,73.81
city,Chicago,driving,Illinois,United States,2020-03-16,79.01
city,Chicago,driving,Illinois,United States,2020-03-17,73.67
city,Chicago,driving,Illinois,United States,2020-03-18,64.5
city,Chicago,driving,Illinois,United States,2020-03-19,62.72
city,Chicago,driving,Illinois,United States,2020-03-20,68.97
city,Chicago,driving,Illinois,United States,2020-03-21,51.2
city,Chicago,driving,Illinois,United States,2020-03-22,33.74
city,Chicago,driving,Illinois,United States,2020-03-23,44.91
city,Chicago,driving,Illinois,United States,2020-03-24,48.52
city,Chicago,driving,Illinois,United States,2020-03-25,52.11
city,Chicago,driving,Illinois,United States,2020-03-26,49.1
city,Chicago,driving,Illinois,United States,2020-03-27,54.99
city,Chicago,driving,Illinois,United States,2020-03-28,47.85
city,Chicago,driving,Illinois,United States,2020-03-29,38.57
city,Chicago,driving,Illinois,United States,2020-03-30,49.45
city,Chicago,driving,Illinois,United States,2020-03-31,50.11
city,Chicago,driving,Illinois,United States,2020-04-01,51.83
city,Chicago,driving,Illinois,United States,2020-04-02,53.18
city,Chicago,driving,Illinois,United States,2020-04-03,60.69
city,Chicago,driving,Illinois,United States,2020-04-04,51.68
city,Chicago,driving,Illinois,United States,2020-04-05,42.15
city,Chicago,driving,Illinois,United States,2020-04-06,50.47
city,Chicago,driving,Illinois,United States,2020-04-07,54.89
city,Chicago,driving,Illinois,United States,2020-04-08,52.65
city,Chicago,driving,Illinois,United States,2020-04-09,54.2
city,Chicago,driving,Illinois,United States,2020-04-10,62.27
city,Chicago,driving,Illinois,United States,2020-04-11,57.07
city,Chicago,driving,Illinois,United States,2020-04-12,38.31
city,Chicago,driving,Illinois,United States,2020-04-13,52.4
city,Chicago,driving,Illinois,United States,2020-04-14,54.24
city,Chicago,driving,Illinois,United States,2020-04-15,58.82
city,Chicago,driving,Illinois,United States,2020-04-16,60.37
city,Chicago,driving,Illinois,United States,2020-04-17,63.03
city,Chicago,driving,Illinois,United States,2020-04-18,66.6
city,Chicago,driving,Illinois,United States,2020-04-19,52.76
city,Chicago,driving,Illinois,United States,2020-04-20,63.72
city,Chicago,driving,Illinois,United States,2020-04-21,62
city,Chicago,driving,Illinois,United States,2020-04-22,61.3
city,Chicago,driving,Illinois,United States,2020-04-23,64.21
city,Chicago,driving,Illinois,United States,2020-04-24,71.76
city,Chicago,driving,Illinois,United States,2020-04-25,64.36
city,Chicago,driving,Illinois,United States,2020-04-26,57.52
city,Chicago,driving,Illinois,United States,2020-04-27,62.12
city,Chicago,driving,Illinois,United States,2020-04-28,64.69
city,Chicago,driving,Illinois,United States,2020-04-29,62.47
city,Chicago,driving,Illinois,United States,2020-04-30,68.94
city,Chicago,driving,Illinois,United States,2020-05-01,82.63
city,Chicago,driving,Illinois,United States,2020-05-02,84.47
city,Chicago,driving,Illinois,United States,2020-05-03,64.17
city,Chicago,driving,Illinois,United States,2020-05-04,67.98
city,Chicago,driving,Illinois,United States,2020-05-05,68.33
city,Chicago,driving,Illinois,United States,2020-05-06,74.81
city,Chicago,driving,Illinois,United States,2020-05-07,78.22
city,Chicago,driving,Illinois,United States,2020-05-08,86.87
city,Chicago,driving,Illinois,United States,2020-05-09,89.82
city,Chicago,driving,Illinois,United States,2020-05-10,63.01
city,Chicago,driving,Illinois,United States,2020-05-11,NA
city,Chicago,driving,Illinois,United States,2020-05-12,NA
city,Chicago,driving,Illinois,United States,2020-05-13,81.62
city,Chicago,driving,Illinois,United States,2020-05-14,75.81
city,Chicago,driving,Illinois,United States,2020-05-15,98.86
city,Chicago,driving,Illinois,United States,2020-05-16,93.06
city,Chicago,driving,Illinois,United States,2020-05-17,65.56
city,Chicago,driving,Illinois,United States,2020-05-18,84.56
city,Chicago,driving,Illinois,United States,2020-05-19,86.07
city,Chicago,driving,Illinois,United States,2020-05-20,92.37
city,Chicago,driving,Illinois,United States,2020-05-21,94.57
city,Chicago,driving,Illinois,United States,2020-05-22,108.78
city,Chicago,driving,Illinois,United States,2020-05-23,93.97
city,Chicago,driving,Illinois,United States,2020-05-24,85.41
city,Chicago,driving,Illinois,United States,2020-05-25,77.37
city,Chicago,driving,Illinois,United States,2020-05-26,93.96
city,Chicago,driving,Illinois,United States,2020-05-27,95.52
city,Chicago,driving,Illinois,United States,2020-05-28,96.74
city,Chicago,driving,Illinois,United States,2020-05-29,117.68
city,Chicago,driving,Illinois,United States,2020-05-30,116.09
city,Chicago,driving,Illinois,United States,2020-05-31,90.53
city,Chicago,driving,Illinois,United States,2020-06-01,95.48
city,Chicago,driving,Illinois,United States,2020-06-02,101.41
city,Chicago,driving,Illinois,United States,2020-06-03,101.67
city,Chicago,driving,Illinois,United States,2020-06-04,111.51
city,Chicago,driving,Illinois,United States,2020-06-05,124.98
city,Chicago,driving,Illinois,United States,2020-06-06,127.81
city,Chicago,driving,Illinois,United States,2020-06-07,96.98
city,Chicago,driving,Illinois,United States,2020-06-08,113.25
city,Chicago,driving,Illinois,United States,2020-06-09,107.41
city,Chicago,driving,Illinois,United States,2020-06-10,112.9
city,Chicago,driving,Illinois,United States,2020-06-11,124.25
city,Chicago,driving,Illinois,United States,2020-06-12,138.21
city,Chicago,driving,Illinois,United States,2020-06-13,129.88
city,Chicago,driving,Illinois,United States,2020-06-14,103.23
city,Chicago,driving,Illinois,United States,2020-06-15,116.79
city,Chicago,driving,Illinois,United States,2020-06-16,122.06
city,Chicago,driving,Illinois,United States,2020-06-17,124.24
city,Chicago,driving,Illinois,United States,2020-06-18,131.17
city,Chicago,driving,Illinois,United States,2020-06-19,152.31
city,Chicago,driving,Illinois,United States,2020-06-20,130.93
city,Chicago,driving,Illinois,United States,2020-06-21,100.88
city,Chicago,driving,Illinois,United States,2020-06-22,113.32
city,Chicago,driving,Illinois,United States,2020-06-23,127.85
city,Chicago,driving,Illinois,United States,2020-06-24,129.89
city,Chicago,driving,Illinois,United States,2020-06-25,137.92
city,Chicago,driving,Illinois,United States,2020-06-26,138.54
city,Chicago,driving,Illinois,United States,2020-06-27,147.1
city,Chicago,driving,Illinois,United States,2020-06-28,116.73
city,Chicago,driving,Illinois,United States,2020-06-29,124.18
city,Chicago,driving,Illinois,United States,2020-06-30,135.76
city,Chicago,driving,Illinois,United States,2020-07-01,141.97
city,Chicago,driving,Illinois,United States,2020-07-02,151.04
city,Chicago,driving,Illinois,United States,2020-07-03,149.45
city,Chicago,driving,Illinois,United States,2020-07-04,117.39
city,Chicago,driving,Illinois,United States,2020-07-05,108.55
city,Chicago,driving,Illinois,United States,2020-07-06,129.66
city,Chicago,driving,Illinois,United States,2020-07-07,132.77
city,Chicago,driving,Illinois,United States,2020-07-08,136.01
city,Chicago,driving,Illinois,United States,2020-07-09,138.68
city,Chicago,driving,Illinois,United States,2020-07-10,158.22
city,Chicago,driving,Illinois,United States,2020-07-11,150.26
city,Chicago,driving,Illinois,United States,2020-07-12,119.89
city,Chicago,driving,Illinois,United States,2020-07-13,132.7
city,Chicago,driving,Illinois,United States,2020-07-14,136.92
city,Chicago,driving,Illinois,United States,2020-07-15,133.1
city,Chicago,driving,Illinois,United States,2020-07-16,145.38
city,Chicago,driving,Illinois,United States,2020-07-17,166.11
city,Chicago,driving,Illinois,United States,2020-07-18,154.24
city,Chicago,driving,Illinois,United States,2020-07-19,114.04
city,Chicago,driving,Illinois,United States,2020-07-20,131.55
city,Chicago,driving,Illinois,United States,2020-07-21,131.58
city,Chicago,driving,Illinois,United States,2020-07-22,140.82
city,Chicago,driving,Illinois,United States,2020-07-23,145.34
city,Chicago,driving,Illinois,United States,2020-07-24,164.6
city,Chicago,driving,Illinois,United States,2020-07-25,158.62
city,Chicago,driving,Illinois,United States,2020-07-26,121.59
city,Chicago,driving,Illinois,United States,2020-07-27,129.3
city,Chicago,driving,Illinois,United States,2020-07-28,136.67
city,Chicago,driving,Illinois,United States,2020-07-29,139.41
city,Chicago,driving,Illinois,United States,2020-07-30,143.9
city,Chicago,driving,Illinois,United States,2020-07-31,158.33
city,Chicago,driving,Illinois,United States,2020-08-01,151.5
city,Chicago,driving,Illinois,United States,2020-08-02,118.15
city,Chicago,driving,Illinois,United States,2020-08-03,130.8
city,Chicago,driving,Illinois,United States,2020-08-04,136.6
city,Chicago,driving,Illinois,United States,2020-08-05,137.49
city,Chicago,driving,Illinois,United States,2020-08-06,142.58
city,Chicago,driving,Illinois,United States,2020-08-07,162.59
city,Chicago,driving,Illinois,United States,2020-08-08,155.45
city,Chicago,driving,Illinois,United States,2020-08-09,122.48
city,Chicago,driving,Illinois,United States,2020-08-10,124.78
city,Chicago,driving,Illinois,United States,2020-08-11,143.08
city,Chicago,driving,Illinois,United States,2020-08-12,144.22
city,Chicago,driving,Illinois,United States,2020-08-13,145.62
city,Chicago,driving,Illinois,United States,2020-08-14,164.33
city,Chicago,driving,Illinois,United States,2020-08-15,151.2
city,Chicago,driving,Illinois,United States,2020-08-16,121.45
city,Chicago,driving,Illinois,United States,2020-08-17,127.35
city,Chicago,driving,Illinois,United States,2020-08-18,131.22
city,Chicago,driving,Illinois,United States,2020-08-19,134.09
city,Chicago,driving,Illinois,United States,2020-08-20,138.01
city,Chicago,driving,Illinois,United States,2020-08-21,157.92
city,Chicago,driving,Illinois,United States,2020-08-22,152.1
city,Chicago,driving,Illinois,United States,2020-08-23,114.52
city,Chicago,driving,Illinois,United States,2020-08-24,122.62
city,Chicago,driving,Illinois,United States,2020-08-25,124.18
city,Chicago,driving,Illinois,United States,2020-08-26,127.44
city,Chicago,driving,Illinois,United States,2020-08-27,130.81
city,Chicago,driving,Illinois,United States,2020-08-28,149.19
city,Chicago,driving,Illinois,United States,2020-08-29,147.98
city,Chicago,driving,Illinois,United States,2020-08-30,113.12
city,Chicago,driving,Illinois,United States,2020-08-31,118.64
city,Chicago,driving,Illinois,United States,2020-09-01,120.09
city,Chicago,driving,Illinois,United States,2020-09-02,128.74
city,Chicago,driving,Illinois,United States,2020-09-03,134.83
city,Chicago,driving,Illinois,United States,2020-09-04,159.82
city,Chicago,driving,Illinois,United States,2020-09-05,148.21
city,Chicago,driving,Illinois,United States,2020-09-06,110.96
city,Chicago,driving,Illinois,United States,2020-09-07,104.49
city,Chicago,driving,Illinois,United States,2020-09-08,111.07
city,Chicago,driving,Illinois,United States,2020-09-09,117.88
city,Chicago,driving,Illinois,United States,2020-09-10,125.2
city,Chicago,driving,Illinois,United States,2020-09-11,145.19
city,Chicago,driving,Illinois,United States,2020-09-12,141.26
city,Chicago,driving,Illinois,United States,2020-09-13,115.71
city,Chicago,driving,Illinois,United States,2020-09-14,116.87
city,Chicago,driving,Illinois,United States,2020-09-15,125
city,Chicago,driving,Illinois,United States,2020-09-16,133.36
city,Chicago,driving,Illinois,United States,2020-09-17,132.07
city,Chicago,driving,Illinois,United States,2020-09-18,153.72
city,Chicago,driving,Illinois,United States,2020-09-19,154.75
city,Chicago,driving,Illinois,United States,2020-09-20,111.95
city,Chicago,driving,Illinois,United States,2020-09-21,113.76
city,Chicago,driving,Illinois,United States,2020-09-22,118.81
city,Chicago,driving,Illinois,United States,2020-09-23,121.94
city,Chicago,driving,Illinois,United States,2020-09-24,125.92
city,Chicago,driving,Illinois,United States,2020-09-25,153.95
city,Chicago,driving,Illinois,United States,2020-09-26,149.93
city,Chicago,driving,Illinois,United States,2020-09-27,107.67
city,Chicago,driving,Illinois,United States,2020-09-28,108.63
city,Chicago,driving,Illinois,United States,2020-09-29,112.08
city,Chicago,driving,Illinois,United States,2020-09-30,115.26
city,Chicago,driving,Illinois,United States,2020-10-01,119.07
city,Chicago,driving,Illinois,United States,2020-10-02,141.35
city,Chicago,driving,Illinois,United States,2020-10-03,140.58
city,Chicago,driving,Illinois,United States,2020-10-04,101.82
city,Chicago,driving,Illinois,United States,2020-10-05,108.43
city,Chicago,driving,Illinois,United States,2020-10-06,114.03
city,Chicago,driving,Illinois,United States,2020-10-07,117.17
city,Chicago,driving,Illinois,United States,2020-10-08,122.93
city,Chicago,driving,Illinois,United States,2020-10-09,148.64
city,Chicago,driving,Illinois,United States,2020-10-10,146.72
city,Chicago,driving,Illinois,United States,2020-10-11,109.13
city,Chicago,driving,Illinois,United States,2020-10-12,106.83
city,Chicago,driving,Illinois,United States,2020-10-13,112.78
city,Chicago,driving,Illinois,United States,2020-10-14,115.39
city,Chicago,driving,Illinois,United States,2020-10-15,118.61
city,Chicago,driving,Illinois,United States,2020-10-16,143.24
city,Chicago,driving,Illinois,United States,2020-10-17,142.85
city,Chicago,driving,Illinois,United States,2020-10-18,93.78
city,Chicago,driving,Illinois,United States,2020-10-19,104.24
city,Chicago,driving,Illinois,United States,2020-10-20,106.46
city,Chicago,driving,Illinois,United States,2020-10-21,110.06
city,Chicago,driving,Illinois,United States,2020-10-22,118.33
city,Chicago,driving,Illinois,United States,2020-10-23,131.36
city,Chicago,driving,Illinois,United States,2020-10-24,136.02
city,Chicago,driving,Illinois,United States,2020-10-25,93.59
city,Chicago,driving,Illinois,United States,2020-10-26,100
city,Chicago,driving,Illinois,United States,2020-10-27,103.63
city,Chicago,driving,Illinois,United States,2020-10-28,107.14
city,Chicago,driving,Illinois,United States,2020-10-29,111.99
city,Chicago,driving,Illinois,United States,2020-10-30,135.3
city,Chicago,driving,Illinois,United States,2020-10-31,123.91
city,Chicago,driving,Illinois,United States,2020-11-01,83.35
city,Chicago,driving,Illinois,United States,2020-11-02,99.6
city,Chicago,driving,Illinois,United States,2020-11-03,104.02
city,Chicago,driving,Illinois,United States,2020-11-04,95.53
city,Chicago,driving,Illinois,United States,2020-11-05,100.25
city,Chicago,driving,Illinois,United States,2020-11-06,119.53
city,Chicago,driving,Illinois,United States,2020-11-07,116.61
city,Chicago,driving,Illinois,United States,2020-11-08,86.22
city,Chicago,driving,Illinois,United States,2020-11-09,94
city,Chicago,driving,Illinois,United States,2020-11-10,92.44
city,Chicago,driving,Illinois,United States,2020-11-11,95.66
city,Chicago,driving,Illinois,United States,2020-11-12,89.41
city,Chicago,driving,Illinois,United States,2020-11-13,111.63
city,Chicago,driving,Illinois,United States,2020-11-14,103.84
city,Chicago,driving,Illinois,United States,2020-11-15,74.28
city,Chicago,driving,Illinois,United States,2020-11-16,88.1
city,Chicago,driving,Illinois,United States,2020-11-17,89.03
city,Chicago,driving,Illinois,United States,2020-11-18,91.12
city,Chicago,driving,Illinois,United States,2020-11-19,95.42
city,Chicago,driving,Illinois,United States,2020-11-20,110.69
city,Chicago,driving,Illinois,United States,2020-11-21,102.35
city,Chicago,driving,Illinois,United States,2020-11-22,75.47
city,Chicago,driving,Illinois,United States,2020-11-23,93.2
city,Chicago,driving,Illinois,United States,2020-11-24,97.42
city,Chicago,transit,Illinois,United States,2020-01-13,100
city,Chicago,transit,Illinois,United States,2020-01-14,100.93
city,Chicago,transit,Illinois,United States,2020-01-15,100.61
city,Chicago,transit,Illinois,United States,2020-01-16,103.79
city,Chicago,transit,Illinois,United States,2020-01-17,120.72
city,Chicago,transit,Illinois,United States,2020-01-18,100.06
city,Chicago,transit,Illinois,United States,2020-01-19,76.4
city,Chicago,transit,Illinois,United States,2020-01-20,94.32
city,Chicago,transit,Illinois,United States,2020-01-21,97.02
city,Chicago,transit,Illinois,United States,2020-01-22,98.67
city,Chicago,transit,Illinois,United States,2020-01-23,100.8
city,Chicago,transit,Illinois,United States,2020-01-24,112.21
city,Chicago,transit,Illinois,United States,2020-01-25,103.35
city,Chicago,transit,Illinois,United States,2020-01-26,75.74
city,Chicago,transit,Illinois,United States,2020-01-27,96.07
city,Chicago,transit,Illinois,United States,2020-01-28,95.64
city,Chicago,transit,Illinois,United States,2020-01-29,96.13
city,Chicago,transit,Illinois,United States,2020-01-30,102.01
city,Chicago,transit,Illinois,United States,2020-01-31,116.01
city,Chicago,transit,Illinois,United States,2020-02-01,101.81
city,Chicago,transit,Illinois,United States,2020-02-02,80.54
city,Chicago,transit,Illinois,United States,2020-02-03,96.17
city,Chicago,transit,Illinois,United States,2020-02-04,94.76
city,Chicago,transit,Illinois,United States,2020-02-05,99.22
city,Chicago,transit,Illinois,United States,2020-02-06,101.71
city,Chicago,transit,Illinois,United States,2020-02-07,110.71
city,Chicago,transit,Illinois,United States,2020-02-08,109.33
city,Chicago,transit,Illinois,United States,2020-02-09,80.62
city,Chicago,transit,Illinois,United States,2020-02-10,98.65
city,Chicago,transit,Illinois,United States,2020-02-11,101.01
city,Chicago,transit,Illinois,United States,2020-02-12,103.53
city,Chicago,transit,Illinois,United States,2020-02-13,110.52
city,Chicago,transit,Illinois,United States,2020-02-14,126.91
city,Chicago,transit,Illinois,United States,2020-02-15,116.21
city,Chicago,transit,Illinois,United States,2020-02-16,97.71
city,Chicago,transit,Illinois,United States,2020-02-17,102.23
city,Chicago,transit,Illinois,United States,2020-02-18,104.2
city,Chicago,transit,Illinois,United States,2020-02-19,104.22
city,Chicago,transit,Illinois,United States,2020-02-20,106.83
city,Chicago,transit,Illinois,United States,2020-02-21,127.11
city,Chicago,transit,Illinois,United States,2020-02-22,119.65
city,Chicago,transit,Illinois,United States,2020-02-23,92.28
city,Chicago,transit,Illinois,United States,2020-02-24,95.35
city,Chicago,transit,Illinois,United States,2020-02-25,96.83
city,Chicago,transit,Illinois,United States,2020-02-26,98.87
city,Chicago,transit,Illinois,United States,2020-02-27,107.54
city,Chicago,transit,Illinois,United States,2020-02-28,125.54
city,Chicago,transit,Illinois,United States,2020-02-29,119.67
city,Chicago,transit,Illinois,United States,2020-03-01,90.08
city,Chicago,transit,Illinois,United States,2020-03-02,100.09
city,Chicago,transit,Illinois,United States,2020-03-03,101.8
city,Chicago,transit,Illinois,United States,2020-03-04,103.07
city,Chicago,transit,Illinois,United States,2020-03-05,107.55
city,Chicago,transit,Illinois,United States,2020-03-06,121.35
city,Chicago,transit,Illinois,United States,2020-03-07,120.36
city,Chicago,transit,Illinois,United States,2020-03-08,92.86
city,Chicago,transit,Illinois,United States,2020-03-09,99.12
city,Chicago,transit,Illinois,United States,2020-03-10,102
city,Chicago,transit,Illinois,United States,2020-03-11,97.18
city,Chicago,transit,Illinois,United States,2020-03-12,90.19
city,Chicago,transit,Illinois,United States,2020-03-13,92.55
city,Chicago,transit,Illinois,United States,2020-03-14,71.48
city,Chicago,transit,Illinois,United States,2020-03-15,51.63
city,Chicago,transit,Illinois,United States,2020-03-16,48.56
city,Chicago,transit,Illinois,United States,2020-03-17,41.09
city,Chicago,transit,Illinois,United States,2020-03-18,33.64
city,Chicago,transit,Illinois,United States,2020-03-19,31.04
city,Chicago,transit,Illinois,United States,2020-03-20,29.79
city,Chicago,transit,Illinois,United States,2020-03-21,23.26
city,Chicago,transit,Illinois,United States,2020-03-22,19.23
city,Chicago,transit,Illinois,United States,2020-03-23,23.17
city,Chicago,transit,Illinois,United States,2020-03-24,23.53
city,Chicago,transit,Illinois,United States,2020-03-25,24.42
city,Chicago,transit,Illinois,United States,2020-03-26,22.26
city,Chicago,transit,Illinois,United States,2020-03-27,23.87
city,Chicago,transit,Illinois,United States,2020-03-28,21.64
city,Chicago,transit,Illinois,United States,2020-03-29,20.57
city,Chicago,transit,Illinois,United States,2020-03-30,22.72
city,Chicago,transit,Illinois,United States,2020-03-31,22.37
city,Chicago,transit,Illinois,United States,2020-04-01,21.76
city,Chicago,transit,Illinois,United States,2020-04-02,22.58
city,Chicago,transit,Illinois,United States,2020-04-03,23.05
city,Chicago,transit,Illinois,United States,2020-04-04,20.35
city,Chicago,transit,Illinois,United States,2020-04-05,19.46
city,Chicago,transit,Illinois,United States,2020-04-06,21.63
city,Chicago,transit,Illinois,United States,2020-04-07,23.4
city,Chicago,transit,Illinois,United States,2020-04-08,22.1
city,Chicago,transit,Illinois,United States,2020-04-09,21.57
city,Chicago,transit,Illinois,United States,2020-04-10,22.89
city,Chicago,transit,Illinois,United States,2020-04-11,21
city,Chicago,transit,Illinois,United States,2020-04-12,18.1
city,Chicago,transit,Illinois,United States,2020-04-13,22.65
city,Chicago,transit,Illinois,United States,2020-04-14,22.24
city,Chicago,transit,Illinois,United States,2020-04-15,21.46
city,Chicago,transit,Illinois,United States,2020-04-16,22.3
city,Chicago,transit,Illinois,United States,2020-04-17,21.91
city,Chicago,transit,Illinois,United States,2020-04-18,22.47
city,Chicago,transit,Illinois,United States,2020-04-19,21.57
city,Chicago,transit,Illinois,United States,2020-04-20,24.87
city,Chicago,transit,Illinois,United States,2020-04-21,23.54
city,Chicago,transit,Illinois,United States,2020-04-22,23.36
city,Chicago,transit,Illinois,United States,2020-04-23,23.31
city,Chicago,transit,Illinois,United States,2020-04-24,22.93
city,Chicago,transit,Illinois,United States,2020-04-25,21.12
city,Chicago,transit,Illinois,United States,2020-04-26,21.61
city,Chicago,transit,Illinois,United States,2020-04-27,23.38
city,Chicago,transit,Illinois,United States,2020-04-28,23.51
city,Chicago,transit,Illinois,United States,2020-04-29,22.92
city,Chicago,transit,Illinois,United States,2020-04-30,24.02
city,Chicago,transit,Illinois,United States,2020-05-01,25.48
city,Chicago,transit,Illinois,United States,2020-05-02,26.35
city,Chicago,transit,Illinois,United States,2020-05-03,24.67
city,Chicago,transit,Illinois,United States,2020-05-04,25.12
city,Chicago,transit,Illinois,United States,2020-05-05,24.96
city,Chicago,transit,Illinois,United States,2020-05-06,27.13
city,Chicago,transit,Illinois,United States,2020-05-07,27.21
city,Chicago,transit,Illinois,United States,2020-05-08,26.2
city,Chicago,transit,Illinois,United States,2020-05-09,26.17
city,Chicago,transit,Illinois,United States,2020-05-10,21.1
city,Chicago,transit,Illinois,United States,2020-05-11,NA
city,Chicago,transit,Illinois,United States,2020-05-12,NA
city,Chicago,transit,Illinois,United States,2020-05-13,27.24
city,Chicago,transit,Illinois,United States,2020-05-14,25.16
city,Chicago,transit,Illinois,United States,2020-05-15,28.17
city,Chicago,transit,Illinois,United States,2020-05-16,26.31
city,Chicago,transit,Illinois,United States,2020-05-17,22.44
city,Chicago,transit,Illinois,United States,2020-05-18,29.38
city,Chicago,transit,Illinois,United States,2020-05-19,27.88
city,Chicago,transit,Illinois,United States,2020-05-20,29.7
city,Chicago,transit,Illinois,United States,2020-05-21,29.44
city,Chicago,transit,Illinois,United States,2020-05-22,31.25
city,Chicago,transit,Illinois,United States,2020-05-23,27.57
city,Chicago,transit,Illinois,United States,2020-05-24,27.57
city,Chicago,transit,Illinois,United States,2020-05-25,28.82
city,Chicago,transit,Illinois,United States,2020-05-26,31.9
city,Chicago,transit,Illinois,United States,2020-05-27,32.17
city,Chicago,transit,Illinois,United States,2020-05-28,31.49
city,Chicago,transit,Illinois,United States,2020-05-29,34.53
city,Chicago,transit,Illinois,United States,2020-05-30,38.51
city,Chicago,transit,Illinois,United States,2020-05-31,25.11
city,Chicago,transit,Illinois,United States,2020-06-01,26.64
city,Chicago,transit,Illinois,United States,2020-06-02,29.18
city,Chicago,transit,Illinois,United States,2020-06-03,31.29
city,Chicago,transit,Illinois,United States,2020-06-04,36.19
city,Chicago,transit,Illinois,United States,2020-06-05,38.28
city,Chicago,transit,Illinois,United States,2020-06-06,41.83
city,Chicago,transit,Illinois,United States,2020-06-07,33.7
city,Chicago,transit,Illinois,United States,2020-06-08,41.53
city,Chicago,transit,Illinois,United States,2020-06-09,39.07
city,Chicago,transit,Illinois,United States,2020-06-10,40.12
city,Chicago,transit,Illinois,United States,2020-06-11,42
city,Chicago,transit,Illinois,United States,2020-06-12,43.86
city,Chicago,transit,Illinois,United States,2020-06-13,40.94
city,Chicago,transit,Illinois,United States,2020-06-14,36.97
city,Chicago,transit,Illinois,United States,2020-06-15,44.25
city,Chicago,transit,Illinois,United States,2020-06-16,45.51
city,Chicago,transit,Illinois,United States,2020-06-17,46.07
city,Chicago,transit,Illinois,United States,2020-06-18,46.16
city,Chicago,transit,Illinois,United States,2020-06-19,50.34
city,Chicago,transit,Illinois,United States,2020-06-20,41.38
city,Chicago,transit,Illinois,United States,2020-06-21,35.34
city,Chicago,transit,Illinois,United States,2020-06-22,41.46
city,Chicago,transit,Illinois,United States,2020-06-23,45.05
city,Chicago,transit,Illinois,United States,2020-06-24,44.78
city,Chicago,transit,Illinois,United States,2020-06-25,45.93
